"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Max Schrock","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".303",".343",".645",".280","","72","0.0","0.0","","0.0","0.0","0.0","sa658670"
"Juan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".281",".353",".634",".272","","65","0.0","0.0","","0.0","0.0","0.0","sa599306"
"Evan Mendoza","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".296",".355",".651",".280","","72","0.0","0.0","","0.0","0.0","0.0","sa3002836"
"Mitch Walding","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".300",".352",".652",".284","","73","0.0","0.0","","0.0","0.0","0.0","13006"
"Brock Lundquist","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".374",".667",".285","","75","0.0","0.0","","0.0","0.0","0.0","sa3002834"
"Ben Ruta","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".296",".369",".665",".285","","75","0.0","0.0","","0.0","0.0","0.0","sa918694"
"Laz Rivera","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".277",".341",".619",".266","","64","0.0","0.0","","0.0","0.0","0.0","sa3004128"
"Abiatal Avelino","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".280",".361",".640",".272","","68","0.0","0.0","","0.0","0.0","0.0","15496"
"Alan Espinoza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".266",".358",".624",".265","","61","0.0","0.0","","-0.1","0.0","0.0","sa543678"
"David Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".268",".320",".588",".255","","58","0.0","0.0","","-0.1","0.0","0.0","sa735825"
"Ernie Clement","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".298",".334",".632",".274","","64","0.0","0.0","","0.0","0.0","0.0","sa915732"
"Andrew Susac","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".287",".335",".623",".272","","65","0.0","0.0","","0.0","0.0","0.0","13132"
"Chris Sharpe","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".298",".382",".680",".291","","78","0.0","0.0","","0.0","0.0","0.0","sa3004726"
"Mikie Mahtook","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".296",".412",".708",".299","","82","0.0","0.0","","0.0","0.0","0.0","13130"
"Luis Valbuena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".292",".401",".693",".293","","79","0.0","0.0","","0.0","0.0","0.0","4969"
"Christopher Bostick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".298",".361",".659",".284","","73","0.0","0.0","","0.0","0.0","0.0","13718"
"Jantzen Witte","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".300",".357",".657",".284","","70","0.0","0.0","","0.0","0.0","0.0","sa738324"
"Curtis Granderson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".310",".393",".704",".302","","85","0.0","0.0","","0.0","0.0","0.0","4747"
"Jesus Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".302",".358",".659",".284","","73","0.0","0.0","","0.0","0.0","0.0","sa508184"
"D.J. Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".275",".367",".642",".273","","69","0.0","0.0","","0.0","0.0","0.0","sa549926"
"T.J. Rivera","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".263",".305",".389",".694",".295","","79","0.0","0.0","","0.0","0.0","0.0","12495"
"Daniel Sweet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".304",".365",".669",".289","","77","0.0","0.0","","0.0","0.0","0.0","sa658561"
"Bryan De La Cruz","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".293",".360",".653",".280","","75","0.0","0.0","","0.0","0.0","0.0","sa828304"
"Tyler Ramirez","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".303",".338",".641",".280","","75","0.0","0.0","","0.0","0.0","0.0","sa873260"
"Rafael Ortega","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".316",".383",".699",".300","","81","0.0","0.0","","0.0","0.0","0.0","10323"
"Billy Fleming","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".294",".356",".650",".280","","70","0.0","0.0","","0.0","0.0","0.0","sa836204"
"Renae Martinez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".281",".340",".620",".268","","61","0.0","0.0","","-0.1","0.0","0.0","sa3004255"
"Marcus Wilson","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".297",".384",".681",".291","","75","0.0","0.0","","0.0","0.0","0.0","sa828703"
"John Andreoli","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".321",".350",".671",".294","","77","0.0","0.0","","0.0","0.0","0.0","13012"
"A.J. Ellis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".307",".350",".657",".286","","74","0.0","0.0","","0.0","0.0","0.0","5677"
"Jhoan Urena","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".282",".349",".631",".272","","68","0.0","0.0","","0.0","0.0","0.0","sa657511"
"Leandro Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".286",".400",".686",".290","","77","0.0","0.0","","0.0","0.0","0.0","sa455746"
"Jordan Tarsovich","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".290",".330",".620",".271","","69","0.0","0.0","","0.0","0.0","0.0","sa857752"
"Austin Bossart","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".323",".595",".259","","61","0.0","0.0","","-0.1","0.0","0.0","sa875667"
"Alfredo Gonzalez","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".285",".301",".586",".259","","59","0.0","0.0","","-0.1","0.0","0.0","14267"
"Kevin Medrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".302",".349",".651",".280","","71","0.0","0.0","","0.0","0.0","0.0","sa577957"
"Frank Schwindel","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".293",".426",".718",".301","","85","0.0","0.0","","0.0","0.0","0.0","15351"
"Jarrett Parker","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".301",".384",".685",".292","","83","0.0","0.0","","0.0","0.0","0.0","11624"
"Xorge Carrillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".276",".336",".612",".264","","60","0.0","0.0","","-0.1","0.0","0.0","sa392212"
"Patrick Kivlehan","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".286",".413",".699",".294","","81","0.0","0.0","","0.0","0.0","0.0","13910"
"Ivan Castillo","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".283",".350",".633",".271","","66","0.0","0.0","","0.0","0.0","0.0","sa657222"
"Sebastian Valle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".273",".338",".611",".264","","60","0.0","0.0","","-0.1","0.0","0.0","sa455750"
"Jan Vazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".283",".319",".602",".264","","60","0.0","0.0","","-0.1","0.0","0.0","sa501536"
"Tyler Saladino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".292",".365",".657",".283","","72","0.0","0.0","","0.0","0.0","0.0","10807"
"Reynaldo Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".298",".426",".723",".303","","86","0.0","0.0","","0.0","0.0","0.0","sa329131"
"Luis Lara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".288",".361",".649",".279","","70","0.0","0.0","","0.0","0.0","0.0","sa917185"
"Peter Mooney","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".292",".325",".618",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa503239"
"Brennon Lund","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".294",".358",".652",".280","","74","0.0","0.0","","0.0","0.0","0.0","sa857730"
"Eric Peterson","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".281",".368",".649",".276","","71","0.0","0.0","","0.0","0.0","0.0","sa3004405"
"Weston Wilson","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".287",".380",".667",".284","","71","0.0","0.0","","0.0","0.0","0.0","sa873690"
"Dalton Kelly","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".314",".356",".670",".292","","83","0.0","0.0","","0.0","0.0","0.0","sa876363"
"Tyler Payne","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".269",".353",".623",".266","","60","0.0","0.0","","-0.1","0.0","0.0","sa876024"
"Nate Mondou","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".297",".318",".614",".270","","68","0.0","0.0","","0.0","0.0","0.0","sa873282"
"Hunter Cole","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".305",".393",".697",".297","","74","0.0","0.0","","0.0","0.0","0.0","sa603087"
"Cooper Goldby","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".266",".314",".580",".253","","57","0.0","0.0","","-0.1","0.0","0.0","sa738676"
"Aneury Tavarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".301",".380",".681",".290","","74","0.0","0.0","","0.0","0.0","0.0","sa598684"
"John Brontsema","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".293",".351",".644",".278","","69","0.0","0.0","","0.0","0.0","0.0","sa918625"
"Chase Headley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".305",".354",".659",".286","","75","0.0","0.0","","0.0","0.0","0.0","4720"
"Luis Garcia","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".264",".292",".356",".648",".278","","66","0.0","0.0","","0.0","0.0","0.0","sa962605"
"Kellin Deglan","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".260",".340",".599",".258","","57","0.0","0.0","","-0.1","0.0","0.0","sa548189"
"Brian Mundell","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".281",".339",".430",".769",".327","","86","0.0","0.0","","0.0","0.0","0.0","sa875185"
"Drew Ward","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".293",".373",".666",".286","","71","0.0","0.0","","0.0","0.0","0.0","sa737690"
"Sebastian Elizalde","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".251",".302",".370",".673",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa544568"
"Connor Marabell","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".296",".384",".680",".289","","74","0.0","0.0","","0.0","0.0","0.0","sa858026"
"Tommy Joseph","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".298",".441",".739",".310","","87","0.0","0.0","","0.0","0.0","0.0","10349"
"Drew Longley","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".264",".342",".606",".260","","57","0.0","0.0","","-0.1","0.0","0.0","sa659756"
"Omar Estevez","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".282",".339",".621",".268","","65","0.0","0.0","","0.0","0.0","0.0","sa914242"
"D.J. Burt","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".303",".330",".633",".277","","67","0.0","0.0","","0.0","0.0","0.0","sa828876"
"Francisco Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".291",".304",".595",".263","","59","0.0","0.0","","-0.1","0.0","0.0","sa505229"
"Chris Mariscal","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".279",".317",".596",".260","","62","0.0","0.0","","0.0","0.0","0.0","sa600255"
"Charles Leblanc","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".304",".362",".666",".287","","67","0.0","0.0","","0.0","0.0","0.0","sa738521"
"Andretty Cordero","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".289",".388",".677",".287","","67","0.0","0.0","","0.0","0.0","0.0","sa830037"
"Brian Schales","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".287",".351",".639",".275","","67","0.0","0.0","","0.0","0.0","0.0","sa828808"
"Lucius Fox","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".288",".299",".587",".260","","61","0.0","0.0","","0.0","0.0","0.0","sa914200"
"Gabriel Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".272",".342",".614",".264","","60","0.0","0.0","","-0.1","0.0","0.0","sa286640"
"Marc Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".306",".401",".707",".301","","84","0.0","0.0","","0.0","0.0","0.0","sa829492"
"Edwin Diaz","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".269",".336",".605",".260","","62","0.0","0.0","","0.0","0.0","0.0","sa738152"
"Marcus Littlewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".274",".329",".602",".261","","58","0.0","0.0","","-0.1","0.0","0.0","sa548261"
"Anthony Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".298",".364",".662",".285","","77","0.0","0.0","","0.0","0.0","0.0","sa502038"
"DJ Peters","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".285",".378",".663",".284","","76","0.0","0.0","","0.0","0.0","0.0","sa829712"
"Stuart Fairchild","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".302",".387",".688",".294","","76","0.0","0.0","","0.0","0.0","0.0","sa829822"
"Jose Briceno","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".249",".336",".584",".250","","53","0.0","0.0","","-0.1","0.0","0.0","13151"
"Alen Hanson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".277",".371",".648",".275","","68","0.0","0.0","","0.0","0.0","0.0","12926"
"Gerardo Parra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".301",".388",".689",".292","","78","0.0","0.0","","0.0","0.0","0.0","8553"
"Austin Davidson","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".305",".351",".656",".285","","70","0.0","0.0","","0.0","0.0","0.0","sa599216"
"Aaron Altherr","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".301",".385",".687",".294","","80","0.0","0.0","","0.0","0.0","0.0","11270"
"Alberto Mineo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".280",".319",".599",".261","","58","0.0","0.0","","-0.1","0.0","0.0","sa660295"
"Dustin Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".293",".385",".677",".289","","76","0.0","0.0","","0.0","0.0","0.0","15189"
"Juremi Profar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".287",".362",".649",".277","","69","0.0","0.0","","0.0","0.0","0.0","sa736995"
"T.J. White","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".281",".359",".640",".274","","67","0.0","0.0","","0.0","0.0","0.0","sa827369"
"Jorge Saez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".271",".333",".604",".262","","58","0.0","0.0","","-0.1","0.0","0.0","sa658909"
"Pedro Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".294",".437",".731",".306","","88","0.0","0.0","","0.0","0.0","0.0","2495"
"Yeison Asencio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".288",".389",".678",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa548016"
"Ruben Sosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".309",".352",".660",".287","","75","0.0","0.0","","0.0","0.0","0.0","sa599247"
"Dustin Geiger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".276",".376",".651",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa549747"
"Ryan Dorow","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".298",".343",".641",".278","","61","0.0","0.0","","0.0","0.0","0.0","sa3004295"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".272",".380",".652",".277","","68","0.0","0.0","","0.0","0.0","0.0","sa737639"
"Zack Granite","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".303",".349",".653",".282","","73","0.0","0.0","","0.0","0.0","0.0","15343"
"Luis Carpio","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".284",".323",".607",".265","","65","0.0","0.0","","0.0","0.0","0.0","sa827960"
"Will Remillard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".266",".341",".606",".261","","57","0.0","0.0","","-0.1","0.0","0.0","sa738192"
"Kevin Krause","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".274",".326",".600",".261","","58","0.0","0.0","","-0.1","0.0","0.0","sa827200"
"Jecksson Flores","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".295",".341",".636",".275","","64","0.0","0.0","","0.0","0.0","0.0","sa597007"
"Chad Spanberger","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".399",".690",".291","","76","0.0","0.0","","0.0","0.0","0.0","sa3004242"
"Ali Castillo","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".293",".345",".639",".275","","66","0.0","0.0","","0.0","0.0","0.0","sa507143"
"Austin Rei","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".278",".324",".603",".263","","56","0.0","0.0","","-0.1","0.0","0.0","sa659079"
"Derek Dietrich","Reds","17","70","61","15","3","0","3","8","9","5","18","3","0","0","",".238",".322",".440",".762",".322","","94","0.0","0.1","","-0.5","-1.8","0.0","10542"
"Andres Gimenez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".275",".340",".615",".265","","65","0.0","0.0","","0.0","0.0","0.0","sa917114"
